Zone,Hour,LMP,Energy,Congestion,Loss
Z1,1,17.999999999999993,18.04044816158845,-0.0404481615884551,0.0
Z1,2,34.47260669254112,35.0,-0.5273933074588797,0.0
Z1,3,34.47260669254112,35.0,-0.5273933074588799,0.0
Z1,4,34.472606692541106,34.999999999999986,-0.5273933074588794,0.0
Z1,5,34.4726066925411,34.99999999999998,-0.5273933074588767,0.0
Z1,6,34.47260669254112,35.0,-0.5273933074588799,0.0
Z1,7,32.62994326402509,27.30320279295438,5.326740471070709,0.0
Z1,8,32.6299432640251,27.303202792954387,5.326740471070711,0.0
Z1,9,32.6299432640251,27.30320279295439,5.326740471070714,0.0
Z1,10,32.7844247142887,27.303202792954394,5.481221921334306,0.0
Z1,11,32.784424714288704,27.3032027929544,5.481221921334303,0.0
Z1,12,33.87520754179279,28.668575802358237,5.206631739434548,0.0
Z1,13,32.87035569419264,27.41076576302877,5.459589931163867,0.0
Z1,14,33.378430406237214,27.888511902111237,5.489918504125983,0.0
Z1,15,33.37843040623723,27.888511902111244,5.489918504125981,0.0
Z1,16,33.20041758547319,27.744949542721447,5.455468042751747,0.0
Z1,17,34.47260669254112,35.0,-0.5273933074588794,0.0
Z1,18,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,19,35.365140011591286,35.94222567031413,-0.5770856587228429,0.0
Z1,20,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,21,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,22,35.365140011591286,35.94222567031413,-0.5770856587228435,0.0
Z1,23,35.365140011591286,35.94222567031413,-0.5770856587228435,0.0
Z1,24,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,25,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,26,34.47260669254113,35.00000000000001,-0.5273933074588797,0.0
Z1,27,34.47260669254113,35.0,-0.5273933074588797,0.0
Z1,28,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,29,34.47260669254112,34.99999999999999,-0.5273933074588795,0.0
Z1,30,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,31,32.629943264025115,27.3032027929544,5.326740471070718,0.0
Z1,32,32.62994326402513,27.303202792954405,5.32674047107072,0.0
Z1,33,32.62994326402513,27.30320279295441,5.326740471070721,0.0
Z1,34,32.78442471428873,27.30320279295442,5.481221921334315,0.0
Z1,35,32.732600518929516,27.23833254033094,5.494267978598579,0.0
Z1,36,33.72647914315708,28.482406992116022,5.244072151041052,0.0
Z1,37,32.85537224840423,27.39201043249777,5.463361815906458,0.0
Z1,38,33.201990244464525,27.733402747975433,5.468587496489094,0.0
Z1,39,33.201990244464525,27.733402747975433,5.4685874964890955,0.0
Z1,40,33.16732814047265,27.705448730904468,5.461879409568183,0.0
Z1,41,34.47260669254113,35.0,-0.5273933074588775,0.0
Z1,42,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,43,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,44,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,45,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,46,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,47,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,48,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,49,34.47260669254112,35.0,-0.5273933074588801,0.0
Z1,50,34.472606692541156,35.000000000000014,-0.5273933074588661,0.0
Z1,51,34.47260669254112,34.99999999999999,-0.527393307458877,0.0
Z1,52,34.47260669254112,35.0,-0.5273933074588797,0.0
Z1,53,34.47260669254112,35.0,-0.5273933074588797,0.0
