Bus,Zone,State,Hour,LMP,Energy,Congestion,Loss
1,Z1,TS,1,18.04044816158845,18.04044816158845,0.0,0.0
1,Z1,TS,2,35.0,35.0,0.0,0.0
1,Z1,TS,3,35.0,35.0,0.0,0.0
1,Z1,TS,4,34.999999999999986,34.999999999999986,0.0,0.0
1,Z1,TS,5,34.99999999999998,34.99999999999998,0.0,0.0
1,Z1,TS,6,35.0,35.0,0.0,0.0
1,Z1,TS,7,27.30320279295438,27.30320279295438,0.0,0.0
1,Z1,TS,8,27.303202792954387,27.303202792954387,0.0,0.0
1,Z1,TS,9,27.30320279295439,27.30320279295439,0.0,0.0
1,Z1,TS,10,27.303202792954394,27.303202792954394,0.0,0.0
1,Z1,TS,11,27.3032027929544,27.3032027929544,0.0,0.0
1,Z1,TS,12,28.668575802358237,28.668575802358237,0.0,0.0
1,Z1,TS,13,27.41076576302877,27.41076576302877,0.0,0.0
1,Z1,TS,14,27.888511902111237,27.888511902111237,0.0,0.0
1,Z1,TS,15,27.888511902111244,27.888511902111244,0.0,0.0
1,Z1,TS,16,27.744949542721447,27.744949542721447,0.0,0.0
1,Z1,TS,17,35.0,35.0,0.0,0.0
1,Z1,TS,18,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,19,35.94222567031413,35.94222567031413,0.0,0.0
1,Z1,TS,20,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,21,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,22,35.94222567031413,35.94222567031413,0.0,0.0
1,Z1,TS,23,35.94222567031413,35.94222567031413,0.0,0.0
1,Z1,TS,24,35.0,35.0,0.0,0.0
1,Z1,TS,25,35.0,35.0,0.0,0.0
1,Z1,TS,26,35.00000000000001,35.00000000000001,0.0,0.0
1,Z1,TS,27,35.0,35.0,0.0,0.0
1,Z1,TS,28,35.0,35.0,0.0,0.0
1,Z1,TS,29,34.99999999999999,34.99999999999999,0.0,0.0
1,Z1,TS,30,35.0,35.0,0.0,0.0
1,Z1,TS,31,27.3032027929544,27.3032027929544,0.0,0.0
1,Z1,TS,32,27.303202792954405,27.303202792954405,0.0,0.0
1,Z1,TS,33,27.30320279295441,27.30320279295441,0.0,0.0
1,Z1,TS,34,27.30320279295442,27.30320279295442,0.0,0.0
1,Z1,TS,35,27.23833254033094,27.23833254033094,0.0,0.0
1,Z1,TS,36,28.482406992116022,28.482406992116022,0.0,0.0
1,Z1,TS,37,27.39201043249777,27.39201043249777,0.0,0.0
1,Z1,TS,38,27.733402747975433,27.733402747975433,0.0,0.0
1,Z1,TS,39,27.733402747975433,27.733402747975433,0.0,0.0
1,Z1,TS,40,27.705448730904468,27.705448730904468,0.0,0.0
1,Z1,TS,41,35.0,35.0,0.0,0.0
1,Z1,TS,42,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,43,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,44,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,45,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,46,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,47,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,48,35.0,35.0,0.0,0.0
1,Z1,TS,49,35.0,35.0,0.0,0.0
1,Z1,TS,50,35.000000000000014,35.000000000000014,0.0,0.0
1,Z1,TS,51,34.99999999999999,34.99999999999999,0.0,0.0
1,Z1,TS,52,35.0,35.0,0.0,0.0
1,Z1,TS,53,35.0,35.0,0.0,0.0
1,Z1,TS,54,35.0,35.0,0.0,0.0
1,Z1,TS,55,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,56,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,57,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,58,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,59,27.238332540330976,27.238332540330976,0.0,0.0
1,Z1,TS,60,28.482406992116058,28.482406992116058,0.0,0.0
1,Z1,TS,61,27.392010432497813,27.392010432497813,0.0,0.0
1,Z1,TS,62,27.733402747975486,27.733402747975486,0.0,0.0
1,Z1,TS,63,27.73340274797548,27.73340274797548,0.0,0.0
1,Z1,TS,64,27.705448730904514,27.705448730904514,0.0,0.0
1,Z1,TS,65,35.0,35.0,0.0,0.0
1,Z1,TS,66,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,67,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,68,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,69,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,70,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,71,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,72,35.0,35.0,0.0,0.0
1,Z1,TS,73,35.0,35.0,0.0,0.0
1,Z1,TS,74,34.99999999999999,34.99999999999999,0.0,0.0
1,Z1,TS,75,35.000000000000014,35.000000000000014,0.0,0.0
1,Z1,TS,76,35.0,35.0,0.0,0.0
1,Z1,TS,77,35.0,35.0,0.0,0.0
1,Z1,TS,78,35.0,35.0,0.0,0.0
1,Z1,TS,79,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,80,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,81,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,82,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,83,27.238332540330976,27.238332540330976,0.0,0.0
1,Z1,TS,84,27.30320279295445,27.30320279295445,0.0,0.0
1,Z1,TS,85,27.392010432497813,27.392010432497813,0.0,0.0
1,Z1,TS,86,27.73340274797548,27.73340274797548,0.0,0.0
1,Z1,TS,87,27.73340274797547,27.73340274797547,0.0,0.0
1,Z1,TS,88,27.705448730904514,27.705448730904514,0.0,0.0
1,Z1,TS,89,35.0,35.0,0.0,0.0
1,Z1,TS,90,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,91,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,92,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,93,35.94222567031414,35.94222567031414,0.0,0.0
1,Z1,TS,94,35.94222567031413,35.94222567031413,0.0,0.0
1,Z1,TS,95,35.94222567031413,35.94222567031413,0.0,0.0
1,Z1,TS,96,35.0,35.0,0.0,0.0
1,Z1,TS,97,35.0,35.0,0.0,0.0
1,Z1,TS,98,35.0,35.0,0.0,0.0
