Time Period,Month,Day,Hours,Z1,Z2,Z3,Z4,NI
1,2,1,1,0.7619258020937735,0.7619258020937733,0.7619258020937731,0.7619258020937733,0.0
1,2,1,2,0.7453993645472745,0.7453993645472745,0.7453993645472743,0.7453993645472745,0.0
1,2,1,3,0.7312077908959023,0.7312077908959022,0.7312077908959022,0.731207790895902,0.0
1,2,1,4,0.7203182134313131,0.7203182134313132,0.7203182134313131,0.720318213431313,0.0
1,2,1,5,0.7134727388618414,0.7134727388618415,0.7134727388618413,0.7134727388618414,0.0
1,2,1,6,0.7111378749667149,0.711137874966715,0.7111378749667148,0.7111378749667148,0.0
1,2,1,7,0.7134727388618414,0.7134727388618415,0.7134727388618413,0.7134727388618414,0.0
1,2,1,8,0.7203182134313131,0.7203182134313132,0.7203182134313131,0.720318213431313,0.0
1,2,1,9,0.7312077908959023,0.7312077908959022,0.7312077908959022,0.731207790895902,0.0
1,2,1,10,0.7453993645472745,0.7453993645472745,0.7453993645472743,0.7453993645472745,0.0
1,2,1,11,0.7619258020937735,0.7619258020937733,0.7619258020937731,0.7619258020937733,0.0
1,2,1,12,0.7796608541278343,0.7796608541278343,0.7796608541278339,0.7796608541278339,0.0
1,2,1,13,0.7973959061618949,0.797395906161895,0.7973959061618947,0.7973959061618948,0.0
1,2,1,14,0.8139223437083936,0.8139223437083936,0.8139223437083936,0.8139223437083936,0.0
1,2,1,15,0.8281139173597658,0.8281139173597661,0.8281139173597658,0.8281139173597657,0.0
1,2,1,16,0.8390034948243551,0.839003494824355,0.8390034948243549,0.8390034948243548,0.0
1,2,1,17,0.8458489693938265,0.8458489693938266,0.8458489693938265,0.8458489693938267,0.0
1,2,1,18,0.8481838332889531,0.848183833288953,0.848183833288953,0.8481838332889529,0.0
1,2,1,19,0.8458489693938265,0.8458489693938266,0.8458489693938265,0.8458489693938267,0.0
1,2,1,20,0.8390034948243551,0.839003494824355,0.8390034948243549,0.8390034948243548,0.0
1,2,1,21,0.8281139173597658,0.8281139173597661,0.8281139173597658,0.8281139173597657,0.0
1,2,1,22,0.8139223437083936,0.8139223437083936,0.8139223437083936,0.8139223437083936,0.0
