Time Period,Month,Day,Hours,Z1,Z2,Z3,Z4,NI
1,2,1,1,0.4225602194839988,0.4332850981511054,0.41979159441839325,0.43114012241768407,0.0
1,2,1,2,0.414688066190634,0.4252131440127313,0.41197101966915867,0.42310812844831186,0.0
1,2,1,3,0.4021652787299202,0.4123725193068217,0.39953028182328393,0.4103310711914414,0.0
1,2,1,4,0.3858452643724202,0.39563829138694867,0.38331719660567415,0.393679685984043,0.0
1,2,1,5,0.3668402051264989,0.37615087023123234,0.3644366589805192,0.37428873721028566,0.0
1,2,1,6,0.3464452643724201,0.3552382913869486,0.34417534638540975,0.35347968598404295,0.0
1,2,1,7,0.3260503236183416,0.33432571254266497,0.32391403379030037,0.3326706347578003,0.0
1,2,1,8,0.30704526437242025,0.3148382913869487,0.3050334961651455,0.313279685984043,0.0
1,2,1,9,0.2907252500149202,0.2981040634670756,0.2888204109475357,0.29662830077664454,0.0
1,2,1,10,0.2782024625542065,0.285263438761166,0.2763796731016609,0.28385124351977414,0.0
1,2,1,11,0.2703303092608416,0.2771914846227919,0.2685590983524262,0.2758192495504019,0.0
1,2,1,12,0.26764526437242014,0.27443829138694864,0.2658916459448811,0.2730796859840429,0.0
1,2,1,13,0.2703303092608416,0.2771914846227919,0.2685590983524262,0.2758192495504019,0.0
1,2,1,14,0.2782024625542065,0.285263438761166,0.2763796731016609,0.28385124351977414,0.0
1,2,1,15,0.2907252500149202,0.2981040634670756,0.2888204109475357,0.29662830077664454,0.0
1,2,1,16,0.30704526437242013,0.31483829138694863,0.30503349616514547,0.31327968598404293,0.0
1,2,1,17,0.3260503236183416,0.33432571254266497,0.32391403379030037,0.3326706347578003,0.0
1,2,1,18,0.3464452643724201,0.3552382913869486,0.34417534638540975,0.35347968598404295,0.0
1,2,1,19,0.3668402051264988,0.3761508702312323,0.36443665898051913,0.3742887372102856,0.0
1,2,1,20,0.3858452643724202,0.39563829138694867,0.38331719660567415,0.393679685984043,0.0
1,2,1,21,0.40216527872992014,0.41237251930682167,0.3995302818232839,0.41033107119144135,0.0
1,2,1,22,0.414688066190634,0.4252131440127313,0.41197101966915867,0.42310812844831186,0.0
1,2,1,23,0.4225602194839988,0.4332850981511054,0.41979159441839325,0.43114012241768407,0.0
1,2,1,24,0.4252452643724202,0.4360382913869486,0.42245904682593843,0.433879685984043,0.0
1,2,2,1,0.4234072237223238,0.43415359995893105,0.42063304906388693,0.4320043247116096,0.0
1,2,2,2,0.41553507042895893,0.42608164582055696,0.41281247431465223,0.42397233074223734,0.0
1,2,2,3,0.40301228296824515,0.4132410211146474,0.40037173646877755,0.411195273485367,0.0
1,2,2,4,0.38669226861074524,0.39650679319477433,0.3841586512511677,0.39454388827796855,0.0
1,2,2,5,0.36768720936482385,0.377019372039058,0.36527811362601276,0.3751529395042112,0.0
1,2,2,6,0.3472922686107452,0.3561067931947743,0.3450168010309034,0.35434388827796853,0.0
1,2,2,7,0.3268973278566666,0.3351942143504906,0.32475548843579394,0.3335348370517259,0.0
1,2,2,8,0.30789226861074526,0.3157067931947743,0.3058749508106391,0.3141438882779685,0.0
1,2,2,9,0.2915722542532453,0.29897256527490124,0.28966186559302926,0.29749250307057007,0.0
1,2,2,10,0.27904946679253145,0.28613194056899166,0.27722112774715446,0.2847154458136996,0.0
1,2,2,11,0.27117731349916663,0.2780599864306176,0.2694005529979199,0.2766834518443274,0.0
1,2,2,12,0.2684922686107452,0.2753067931947743,0.26673310059037475,0.2739438882779685,0.0
1,2,2,13,0.27117731349916663,0.2780599864306176,0.2694005529979199,0.2766834518443274,0.0
1,2,2,14,0.27904946679253145,0.28613194056899166,0.27722112774715446,0.2847154458136996,0.0
1,2,2,15,0.2915722542532453,0.29897256527490124,0.28966186559302926,0.29749250307057007,0.0
1,2,2,16,0.3078922686107452,0.31570679319477424,0.305874950810639,0.31414388827796846,0.0
1,2,2,17,0.3268973278566666,0.3351942143504906,0.32475548843579394,0.3335348370517259,0.0
1,2,2,18,0.3472922686107452,0.3561067931947743,0.3450168010309034,0.35434388827796853,0.0
1,2,2,19,0.3676872093648238,0.37701937203905794,0.3652781136260127,0.3751529395042111,0.0
1,2,2,20,0.38669226861074524,0.39650679319477433,0.3841586512511677,0.39454388827796855,0.0
1,2,2,21,0.40301228296824515,0.41324102111464733,0.40037173646877744,0.41119527348536694,0.0
1,2,2,22,0.41553507042895893,0.42608164582055696,0.41281247431465223,0.42397233074223734,0.0
1,2,2,23,0.4234072237223238,0.43415359995893105,0.42063304906388693,0.4320043247116096,0.0
1,2,2,24,0.4260922686107452,0.4369067931947743,0.423300501471432,0.43474388827796845,0.0
