Time Period,Month,Day,Hours,Z1,Z2,Z3,Z4,NI
1,2,1,1,0.0,0.0,0.0,0.0,0.0
1,2,1,2,0.0,0.0,0.0,0.0,0.0
1,2,1,3,0.0,0.0,0.0,0.0,0.0
1,2,1,4,0.0,0.0,0.0,0.0,0.0
1,2,1,5,0.0,0.0,0.0,0.0,0.0
1,2,1,6,0.0,0.0,0.0,0.0,0.0
1,2,1,7,0.2107083551215926,0.2063638529541371,0.2102904918441061,0.2107083551215926,0.0
1,2,1,8,0.40705728405366953,0.3986643503618413,0.4062500341905054,0.40705728405366953,0.0
1,2,1,9,0.5756659317714568,0.5637965311163753,0.5745243080667464,0.5756659317714568,0.0
1,2,1,10,0.7050438975719523,0.6905069099931491,0.703645699794549,0.7050438975719523,0.0
1,2,1,11,0.7863742868930496,0.7701603840705125,0.7848147999108527,0.7863742868930496,0.0
1,2,1,12,0.8141145681073393,0.7973287007236827,0.8125000683810109,0.8141145681073393,0.0
1,2,1,13,0.7863742868930496,0.7701603840705125,0.7848147999108527,0.7863742868930496,0.0
1,2,1,14,0.7050438975719525,0.6905069099931492,0.7036456997945492,0.7050438975719525,0.0
1,2,1,15,0.5756659317714571,0.5637965311163754,0.5745243080667465,0.5756659317714571,0.0
1,2,1,16,0.40705728405366953,0.3986643503618413,0.4062500341905054,0.40705728405366953,0.0
1,2,1,17,0.2107083551215929,0.20636385295413734,0.2102904918441063,0.2107083551215929,0.0
1,2,1,18,9.970027999718827e-17,9.764460412095759e-17,9.950256080498108e-17,9.970027999718827e-17,0.0
1,2,1,19,0.0,0.0,0.0,0.0,0.0
1,2,1,20,0.0,0.0,0.0,0.0,0.0
1,2,1,21,0.0,0.0,0.0,0.0,0.0
1,2,1,22,0.0,0.0,0.0,0.0,0.0
1,2,1,23,0.0,0.0,0.0,0.0,0.0
1,2,1,24,0.0,0.0,0.0,0.0,0.0
1,2,2,1,0.0,0.0,0.0,0.0,0.0
1,2,2,2,0.0,0.0,0.0,0.0,0.0
1,2,2,3,0.0,0.0,0.0,0.0,0.0
1,2,2,4,0.0,0.0,0.0,0.0,0.0
1,2,2,5,0.0,0.0,0.0,0.0,0.0
1,2,2,6,0.0,0.0,0.0,0.0,0.0
1,2,2,7,0.20919898393570893,0.20488560282363247,0.20878411394622143,0.20919898393570893,0.0
1,2,2,8,0.40414140283386635,0.3958085904043021,0.4033399355590698,0.40414140283386635,0.0
1,2,2,9,0.5715422530041422,0.5597578766535414,0.5704088071143267,0.5715422530041422,0.0
1,2,2,10,0.6999934431504172,0.6855605886524705,0.6986052611098658,0.6999934431504172,0.0
1,2,2,11,0.7807412369398512,0.7646434794771738,0.7791929210605482,0.7807412369398512,0.0
1,2,2,12,0.8082828056677327,0.7916171808086042,0.8066798711181395,0.8082828056677327,0.0
1,2,2,13,0.7807412369398512,0.7646434794771738,0.7791929210605482,0.7807412369398512,0.0
1,2,2,14,0.6999934431504172,0.6855605886524705,0.6986052611098658,0.6999934431504172,0.0
1,2,2,15,0.5715422530041422,0.5597578766535414,0.5704088071143267,0.5715422530041422,0.0
1,2,2,16,0.40414140283386635,0.3958085904043021,0.4033399355590698,0.40414140283386635,0.0
1,2,2,17,0.20919898393570915,0.20488560282363266,0.20878411394622162,0.20919898393570915,0.0
1,2,2,18,9.89860950766831e-17,9.694514466273088e-17,9.878979221014292e-17,9.89860950766831e-17,0.0
1,2,2,19,0.0,0.0,0.0,0.0,0.0
1,2,2,20,0.0,0.0,0.0,0.0,0.0
1,2,2,21,0.0,0.0,0.0,0.0,0.0
1,2,2,22,0.0,0.0,0.0,0.0,0.0
1,2,2,23,0.0,0.0,0.0,0.0,0.0
1,2,2,24,0.0,0.0,0.0,0.0,0.0
1,2,3,1,0.0,0.0,0.0,0.0,0.0
1,2,3,2,0.0,0.0,0.0,0.0,0.0
1,2,3,3,0.0,0.0,0.0,0.0,0.0
1,2,3,4,0.0,0.0,0.0,0.0,0.0
1,2,3,5,0.0,0.0,0.0,0.0,0.0
1,2,3,6,0.0,0.0,0.0,0.0,0.0
1,2,3,7,0.2076871486710279,0.20340493942007884,0.2072752768561422,0.2076871486710279,0.0
1,2,3,8,0.4012207613793663,0.39294816836123503,0.400425086133129,0.4012207613793663,0.0
1,2,3,9,0.5674118422483593,0.555712629006125,0.5662865875238858,0.5674118422483593,0.0
1,2,3,10,0.6949347437605313,0.6806061923427884,0.6935565938077234,0.6949347437605313,0.0
1,2,3,11,0.7750989909193873,0.7591175684262039,0.7735618643800282,0.7750989909193873,0.0
1,2,3,12,0.8024415227587327,0.7858963367224702,0.800850172266258,0.8024415227587327,0.0
1,2,3,13,0.7750989909193873,0.7591175684262039,0.7735618643800282,0.7750989909193873,0.0
1,2,3,14,0.6949347437605314,0.6806061923427885,0.6935565938077236,0.6949347437605314,0.0
1,2,3,15,0.5674118422483593,0.5557126290061251,0.5662865875238859,0.5674118422483593,0.0
1,2,3,16,0.4012207613793663,0.39294816836123503,0.400425086133129,0.4012207613793663,0.0
1,2,3,17,0.2076871486710281,0.20340493942007906,0.2072752768561424,0.2076871486710281,0.0
1,2,3,18,9.827074423494102e-17,9.624454332288037e-17,9.807586000624795e-17,9.827074423494102e-17,0.0
1,2,3,19,0.0,0.0,0.0,0.0,0.0
1,2,3,20,0.0,0.0,0.0,0.0,0.0
1,2,3,21,0.0,0.0,0.0,0.0,0.0
1,2,3,22,0.0,0.0,0.0,0.0,0.0
1,2,3,23,0.0,0.0,0.0,0.0,0.0
1,2,3,24,0.0,0.0,0.0,0.0,0.0
1,2,4,1,0.0,0.0,0.0,0.0,0.0
1,2,4,2,0.0,0.0,0.0,0.0,0.0
1,2,4,3,0.0,0.0,0.0,0.0,0.0
1,2,4,4,0.0,0.0,0.0,0.0,0.0
1,2,4,5,0.0,0.0,0.0,0.0,0.0
1,2,4,6,0.0,0.0,0.0,0.0,0.0
1,2,4,7,0.20617464115246853,0.20192361762355165,0.2057657688453554,0.20617464115246853,0.0
1,2,4,8,0.3982988212301006,0.39008647440061395,0.39750894058791064,0.3982988212301006,0.0
1,2,4,9,0.5632795948608251,0.5516655825956535,0.5621625349439842,0.5632795948608251,0.0
1,2,4,10,0.6898737949653277,0.6756495930072797,0.6885056815611394,0.6898737949653277,0.0
1,2,4,11,0.7694542360132935,0.7535892002192051,0.7679283037893394,0.7694542360132935,0.0
1,2,4,12,0.7965976424602013,0.780172948801228,0.7950178811758215,0.7965976424602013,0.0
1,2,4,13,0.7694542360132935,0.7535892002192051,0.7679283037893394,0.7694542360132935,0.0
1,2,4,14,0.6898737949653277,0.6756495930072798,0.6885056815611394,0.6898737949653277,0.0
1,2,4,15,0.5632795948608252,0.5516655825956536,0.5621625349439842,0.5632795948608252,0.0
1,2,4,16,0.3982988212301006,0.39008647440061395,0.39750894058791064,0.3982988212301006,0.0
1,2,4,17,0.20617464115246872,0.20192361762355185,0.20576576884535558,0.20617464115246872,0.0
1,2,4,18,9.75550753047213e-17,9.554363045307757e-17,9.736161034468803e-17,9.75550753047213e-17,0.0
1,2,4,19,0.0,0.0,0.0,0.0,0.0
1,2,4,20,0.0,0.0,0.0,0.0,0.0
1,2,4,21,0.0,0.0,0.0,0.0,0.0
1,2,4,22,0.0,0.0,0.0,0.0,0.0
1,2,4,23,0.0,0.0,0.0,0.0,0.0
1,2,4,24,0.0,0.0,0.0,0.0,0.0
1,2,5,1,0.0,0.0,0.0,0.0,0.0
1,2,5,2,0.0,0.0,0.0,0.0,0.0
1,2,5,3,0.0,0.0,0.0,0.0,0.0
1,2,5,4,0.0,0.0,0.0,0.0,0.0
1,2,5,5,0.0,0.0,0.0,0.0,0.0
1,2,5,6,0.0,0.0,0.0,0.0,0.0
1,2,5,7,0.20466325400170424,0.2004433930944526,0.20425737898052218,0.20466325400170424,0.0
1,2,5,8,0.39537904546521124,0.3872269001978873,0.3945949551348005,0.39537904546521124,0.0
1,2,5,9,0.5591504083750304,0.5476215339755452,0.5580415371956379,0.5591504083750304,0.0
1,2,5,10,0.6848165949938311,0.6706966652001438,0.6834585107038362,0.6848165949938311,0.0
1,2,5,11,0.7638136623767346,0.7480649270699979,0.7622989161761603,0.7638136623767346,0.0
1,2,5,12,0.7907580909304226,0.7744538003957747,0.789189910269601,0.7907580909304226,0.0
1,2,5,13,0.7638136623767346,0.7480649270699979,0.7622989161761603,0.7638136623767346,0.0
1,2,5,14,0.6848165949938312,0.6706966652001439,0.6834585107038362,0.6848165949938312,0.0
1,2,5,15,0.5591504083750305,0.5476215339755454,0.558041537195638,0.5591504083750305,0.0
1,2,5,16,0.39537904546521124,0.3872269001978873,0.3945949551348005,0.39537904546521124,0.0
1,2,5,17,0.20466325400170446,0.20044339309445283,0.20425737898052243,0.20466325400170446,0.0
1,2,5,18,9.683993649578137e-17,9.484323677421885e-17,9.66478897531054e-17,9.683993649578137e-17,0.0
1,2,5,19,0.0,0.0,0.0,0.0,0.0
1,2,5,20,0.0,0.0,0.0,0.0,0.0
1,2,5,21,0.0,0.0,0.0,0.0,0.0
1,2,5,22,0.0,0.0,0.0,0.0,0.0
1,2,5,23,0.0,0.0,0.0,0.0,0.0
1,2,5,24,0.0,0.0,0.0,0.0,0.0
1,2,6,1,0.0,0.0,0.0,0.0,0.0
1,2,6,2,0.0,0.0,0.0,0.0,0.0
1,2,6,3,0.0,0.0,0.0,0.0,0.0
1,2,6,4,0.0,0.0,0.0,0.0,0.0
1,2,6,5,0.0,0.0,0.0,0.0,0.0
1,2,6,6,0.0,0.0,0.0,0.0,0.0
1,2,6,7,0.20315477851255018,0.19896602019270376,0.20275189500307889,0.20315477851255018,0.0
1,2,6,8,0.39246489459861533,0.38437283491616964,0.39168658342504675,0.39246489459861533,0.0
1,2,6,9,0.555029176696689,0.5435852761462419,0.553928478479282,0.555029176696689,0.0
1,2,6,10,0.6797691376319661,0.6657532791240904,0.6784210631352467,0.6797691376319661,0.0
1,2,6,11,0.7581839552092394,0.7425512963389457,0.756680373482361,0.7581839552092394,0.0
1,2,6,12,0.7849297891972308,0.7687456698323394,0.7833731668500937,0.7849297891972308,0.0
1,2,6,13,0.7581839552092394,0.7425512963389457,0.756680373482361,0.7581839552092394,0.0
1,2,6,14,0.6797691376319661,0.6657532791240905,0.6784210631352469,0.6797691376319661,0.0
1,2,6,15,0.5550291766966892,0.543585276146242,0.5539284784792821,0.5550291766966892,0.0
1,2,6,16,0.39246489459861533,0.38437283491616964,0.39168658342504675,0.39246489459861533,0.0
1,2,6,17,0.20315477851255037,0.19896602019270396,0.20275189500307908,0.20315477851255037,0.0
1,2,6,18,9.612617538957953e-17,9.414419239185624e-17,9.593554413208925e-17,9.612617538957953e-17,0.0
1,2,6,19,0.0,0.0,0.0,0.0,0.0
1,2,6,20,0.0,0.0,0.0,0.0,0.0
1,2,6,21,0.0,0.0,0.0,0.0,0.0
1,2,6,22,0.0,0.0,0.0,0.0,0.0
1,2,6,23,0.0,0.0,0.0,0.0,0.0
1,2,6,24,0.0,0.0,0.0,0.0,0.0
1,2,7,1,0.0,0.0,0.0,0.0,0.0
1,2,7,2,0.0,0.0,0.0,0.0,0.0
1,2,7,3,0.0,0.0,0.0,0.0,0.0
1,2,7,4,0.0,0.0,0.0,0.0,0.0
1,2,7,5,0.0,0.0,0.0,0.0,0.0
1,2,7,6,0.0,0.0,0.0,0.0,0.0
