Technology,Zone,EC_Category,New_Build,Capacity_INI (MW),Capacity_RET (MW),Capacity_FIN (MW)
SolarPV,z12,Candidate,0,0.0,0.0,0.0
SolarPV,z12,Candidate,0,0.0,0.0,0.0
SolarPV,z12,Candidate,0,0.0,0.0,0.0
WindOn,z20,Candidate,0,0.0,0.0,0.0
WindOn,z20,Candidate,0,0.0,0.0,0.0
WindOn,z20,Candidate,0,0.0,0.0,0.0
SolarPV,z20,Candidate,1,0.0,0.0,2311.6
SolarPV,z20,Candidate,0,0.0,0.0,0.0
SolarPV,z20,Candidate,0,0.0,0.0,0.0
WindOn,z19,Candidate,0,0.0,0.0,0.0
WindOn,z19,Candidate,0,0.0,0.0,0.0
WindOn,z19,Candidate,0,0.0,0.0,0.0
SolarPV,z19,Candidate,0,0.0,0.0,0.0
SolarPV,z19,Candidate,0,0.0,0.0,0.0
SolarPV,z19,Candidate,0,0.0,0.0,0.0
WindOn,z21,Candidate,0,0.0,0.0,0.0
WindOn,z21,Candidate,0,0.0,0.0,0.0
WindOn,z21,Candidate,0,0.0,0.0,0.0
SolarPV,z21,Candidate,0,0.0,0.0,0.0
SolarPV,z21,Candidate,0,0.0,0.0,0.0
SolarPV,z21,Candidate,0,0.0,0.0,0.0
WindOn,z27,Candidate,0,0.0,0.0,0.0
WindOn,z27,Candidate,0,0.0,0.0,0.0
WindOn,z27,Candidate,0,0.0,0.0,0.0
SolarPV,z27,Candidate,0,0.0,0.0,0.0
SolarPV,z27,Candidate,0,0.0,0.0,0.0
SolarPV,z27,Candidate,0,0.0,0.0,0.0
WindOn,z28,Candidate,0,0.0,0.0,0.0
WindOn,z28,Candidate,0,0.0,0.0,0.0
WindOn,z28,Candidate,0,0.0,0.0,0.0
SolarPV,z28,Candidate,0,0.0,0.0,0.0
SolarPV,z28,Candidate,0,0.0,0.0,0.0
SolarPV,z28,Candidate,0,0.0,0.0,0.0
WindOn,z22,Candidate,0,0.0,0.0,0.0
WindOn,z22,Candidate,0,0.0,0.0,0.0
WindOn,z22,Candidate,0,0.0,0.0,0.0
SolarPV,z22,Candidate,0,0.0,0.0,0.0
SolarPV,z22,Candidate,0,0.0,0.0,0.0
SolarPV,z22,Candidate,0,0.0,0.0,0.0
WindOn,z29,Candidate,0,0.0,0.0,0.0
WindOn,z29,Candidate,0,0.0,0.0,0.0
WindOn,z29,Candidate,0,0.0,0.0,0.0
SolarPV,z29,Candidate,0,0.0,0.0,0.0
SolarPV,z29,Candidate,0,0.0,0.0,0.0
SolarPV,z29,Candidate,0,0.0,0.0,0.0
WindOn,z23,Candidate,0,0.0,0.0,0.0
WindOn,z23,Candidate,0,0.0,0.0,0.0
WindOn,z23,Candidate,0,0.0,0.0,0.0
SolarPV,z23,Candidate,0,0.0,0.0,0.0
SolarPV,z23,Candidate,0,0.0,0.0,0.0
SolarPV,z23,Candidate,0,0.0,0.0,0.0
WindOn,z24,Candidate,0,0.0,0.0,0.0
WindOn,z24,Candidate,0,0.0,0.0,0.0
WindOn,z24,Candidate,0,0.0,0.0,0.0
SolarPV,z24,Candidate,0,0.0,0.0,0.0
SolarPV,z24,Candidate,0,0.0,0.0,0.0
SolarPV,z24,Candidate,0,0.0,0.0,0.0
WindOn,z34,Candidate,1,0.0,0.0,1416.7
WindOn,z34,Candidate,0,0.0,0.0,0.0
WindOn,z34,Candidate,0,0.0,0.0,0.0
SolarPV,z34,Candidate,0,0.0,0.0,0.0
SolarPV,z34,Candidate,0,0.0,0.0,0.0
SolarPV,z34,Candidate,0,0.0,0.0,0.0
WindOn,z36,Candidate,1,0.0,0.0,263.0
WindOn,z36,Candidate,1,0.0,0.0,230.3
WindOn,z36,Candidate,0,0.0,0.0,0.0
WindOn,z36,Candidate,0,0.0,0.0,0.0
SolarPV,z36,Candidate,0,0.0,0.0,0.0
SolarPV,z36,Candidate,0,0.0,0.0,0.0
SolarPV,z36,Candidate,0,0.0,0.0,0.0
WindOn,z35,Candidate,0,0.0,0.0,0.0
WindOn,z35,Candidate,0,0.0,0.0,0.0
WindOn,z35,Candidate,0,0.0,0.0,0.0
WindOn,z35,Candidate,0,0.0,0.0,0.0
WindOn,z35,Candidate,0,0.0,0.0,0.0
SolarPV,z35,Candidate,0,0.0,0.0,0.0
SolarPV,z35,Candidate,0,0.0,0.0,0.0
SolarPV,z35,Candidate,0,0.0,0.0,0.0
WindOn,z37,Candidate,0,0.0,0.0,0.0
WindOn,z37,Candidate,0,0.0,0.0,0.0
WindOn,z37,Candidate,0,0.0,0.0,0.0
SolarPV,z37,Candidate,0,0.0,0.0,0.0
SolarPV,z37,Candidate,0,0.0,0.0,0.0
SolarPV,z37,Candidate,0,0.0,0.0,0.0
WindOn,z31,Candidate,0,0.0,0.0,0.0
WindOn,z31,Candidate,0,0.0,0.0,0.0
WindOn,z31,Candidate,0,0.0,0.0,0.0
SolarPV,z31,Candidate,0,0.0,0.0,0.0
SolarPV,z31,Candidate,0,0.0,0.0,0.0
SolarPV,z31,Candidate,0,0.0,0.0,0.0
WindOn,z38,Candidate,0,0.0,0.0,0.0
WindOn,z38,Candidate,0,0.0,0.0,0.0
WindOn,z38,Candidate,0,0.0,0.0,0.0
SolarPV,z38,Candidate,0,0.0,0.0,0.0
SolarPV,z38,Candidate,0,0.0,0.0,0.0
SolarPV,z38,Candidate,0,0.0,0.0,0.0
WindOn,z32,Candidate,0,0.0,0.0,0.0
WindOn,z32,Candidate,0,0.0,0.0,0.0
WindOn,z32,Candidate,0,0.0,0.0,0.0
SolarPV,z32,Candidate,0,0.0,0.0,0.0
SolarPV,z32,Candidate,0,0.0,0.0,0.0
SolarPV,z32,Candidate,0,0.0,0.0,0.0
WindOn,z30,Candidate,0,0.0,0.0,0.0
WindOn,z30,Candidate,1,0.0,0.0,702.6
WindOn,z30,Candidate,0,0.0,0.0,0.0
WindOn,z30,Candidate,0,0.0,0.0,0.0
SolarPV,z30,Candidate,0,0.0,0.0,0.0
SolarPV,z30,Candidate,0,0.0,0.0,0.0
SolarPV,z30,Candidate,0,0.0,0.0,0.0
WindOn,z33,Candidate,0,0.0,0.0,0.0
WindOn,z33,Candidate,0,0.0,0.0,0.0
WindOn,z33,Candidate,0,0.0,0.0,0.0
WindOn,z33,Candidate,0,0.0,0.0,0.0
SolarPV,z33,Candidate,0,0.0,0.0,0.0
SolarPV,z33,Candidate,0,0.0,0.0,0.0
SolarPV,z33,Candidate,0,0.0,0.0,0.0
WindOn,z45,Candidate,1,0.0,0.0,10974.5
WindOn,z45,Candidate,0,0.0,0.0,0.0
WindOn,z45,Candidate,0,0.0,0.0,0.0
WindOn,z45,Candidate,0,0.0,0.0,0.0
WindOn,z45,Candidate,0,0.0,0.0,0.0
SolarPV,z45,Candidate,0,0.0,0.0,0.0
SolarPV,z45,Candidate,0,0.0,0.0,0.0
SolarPV,z45,Candidate,0,0.0,0.0,0.0
SolarPV,z45,Candidate,0,0.0,0.0,0.0
WindOn,z44,Candidate,0,0.0,0.0,0.0
WindOn,z44,Candidate,0,0.0,0.0,0.0
WindOn,z44,Candidate,0,0.0,0.0,0.0
WindOn,z44,Candidate,0,0.0,0.0,0.0
WindOn,z44,Candidate,0,0.0,0.0,0.0
SolarPV,z44,Candidate,0,0.0,0.0,0.0
SolarPV,z44,Candidate,0,0.0,0.0,0.0
SolarPV,z44,Candidate,0,0.0,0.0,0.0
SolarPV,z44,Candidate,0,0.0,0.0,0.0
SolarPV,z44,Candidate,0,0.0,0.0,0.0
WindOn,z47,Candidate,1,0.0,0.0,18495.84621006911
WindOn,z47,Candidate,0,0.0,0.0,0.0
WindOn,z47,Candidate,0,0.0,0.0,0.0
WindOn,z47,Candidate,0,0.0,0.0,0.0
WindOn,z47,Candidate,0,0.0,0.0,0.0
SolarPV,z47,Candidate,0,0.0,0.0,0.0
SolarPV,z47,Candidate,0,0.0,0.0,0.0
SolarPV,z47,Candidate,0,0.0,0.0,0.0
SolarPV,z47,Candidate,0,0.0,0.0,0.0
WindOn,z48,Candidate,1,0.0,0.0,39635.0
WindOn,z48,Candidate,0,0.0,0.0,0.0
WindOn,z48,Candidate,0,0.0,0.0,0.0
WindOn,z48,Candidate,0,0.0,0.0,0.0
WindOn,z48,Candidate,0,0.0,0.0,0.0
SolarPV,z48,Candidate,0,0.0,0.0,0.0
SolarPV,z48,Candidate,0,0.0,0.0,0.0
SolarPV,z48,Candidate,0,0.0,0.0,0.0
WindOn,z46,Candidate,1,0.0,0.0,38990.1
WindOn,z46,Candidate,1,0.0,0.0,11070.443250966468
WindOn,z46,Candidate,0,0.0,0.0,0.0
WindOn,z46,Candidate,0,0.0,0.0,0.0
WindOn,z46,Candidate,0,0.0,0.0,0.0
SolarPV,z46,Candidate,0,0.0,0.0,0.0
SolarPV,z46,Candidate,0,0.0,0.0,0.0
SolarPV,z46,Candidate,0,0.0,0.0,0.0
SolarPV,z46,Candidate,0,0.0,0.0,0.0
WindOn,z40,Candidate,0,0.0,0.0,0.0
WindOn,z40,Candidate,0,0.0,0.0,0.0
WindOn,z40,Candidate,0,0.0,0.0,0.0
WindOn,z40,Candidate,0,0.0,0.0,0.0
SolarPV,z40,Candidate,0,0.0,0.0,0.0
SolarPV,z40,Candidate,0,0.0,0.0,0.0
SolarPV,z40,Candidate,0,0.0,0.0,0.0
WindOn,z42,Candidate,0,0.0,0.0,0.0
WindOn,z42,Candidate,0,0.0,0.0,0.0
WindOn,z42,Candidate,0,0.0,0.0,0.0
WindOn,z42,Candidate,0,0.0,0.0,0.0
SolarPV,z42,Candidate,0,0.0,0.0,0.0
SolarPV,z42,Candidate,0,0.0,0.0,0.0
SolarPV,z42,Candidate,0,0.0,0.0,0.0
SolarPV,z42,Candidate,0,0.0,0.0,0.0
WindOn,z41,Candidate,0,0.0,0.0,0.0
WindOn,z41,Candidate,0,0.0,0.0,0.0
WindOn,z41,Candidate,0,0.0,0.0,0.0
WindOn,z41,Candidate,0,0.0,0.0,0.0
SolarPV,z41,Candidate,0,0.0,0.0,0.0
SolarPV,z41,Candidate,0,0.0,0.0,0.0
SolarPV,z41,Candidate,0,0.0,0.0,0.0
WindOn,z43,Candidate,0,0.0,0.0,0.0
WindOn,z43,Candidate,0,0.0,0.0,0.0
WindOn,z43,Candidate,0,0.0,0.0,0.0
SolarPV,z43,Candidate,0,0.0,0.0,0.0
SolarPV,z43,Candidate,0,0.0,0.0,0.0
SolarPV,z43,Candidate,0,0.0,0.0,0.0
SolarPV,z43,Candidate,0,0.0,0.0,0.0
WindOn,z39,Candidate,0,0.0,0.0,0.0
WindOn,z39,Candidate,0,0.0,0.0,0.0
WindOn,z39,Candidate,0,0.0,0.0,0.0
SolarPV,z39,Candidate,0,0.0,0.0,0.0
SolarPV,z39,Candidate,0,0.0,0.0,0.0
SolarPV,z39,Candidate,0,0.0,0.0,0.0
WindOn,z62,Candidate,0,0.0,0.0,0.0
WindOn,z62,Candidate,0,0.0,0.0,0.0
WindOn,z62,Candidate,0,0.0,0.0,0.0
SolarPV,z62,Candidate,0,0.0,0.0,0.0
SolarPV,z62,Candidate,0,0.0,0.0,0.0
SolarPV,z62,Candidate,0,0.0,0.0,0.0
WindOn,z60,Candidate,0,0.0,0.0,0.0
WindOn,z60,Candidate,0,0.0,0.0,0.0
WindOn,z60,Candidate,0,0.0,0.0,0.0
WindOn,z60,Candidate,0,0.0,0.0,0.0
WindOn,z60,Candidate,0,0.0,0.0,0.0
SolarPV,z60,Candidate,0,0.0,0.0,0.0
SolarPV,z60,Candidate,0,0.0,0.0,0.0
SolarPV,z60,Candidate,0,0.0,0.0,0.0
SolarPV,z60,Candidate,0,0.0,0.0,0.0
SolarPV,z60,Candidate,0,0.0,0.0,0.0
WindOn,z55,Candidate,0,0.0,0.0,0.0
WindOn,z55,Candidate,0,0.0,0.0,0.0
WindOn,z55,Candidate,0,0.0,0.0,0.0
WindOn,z55,Candidate,0,0.0,0.0,0.0
SolarPV,z55,Candidate,0,0.0,0.0,0.0
SolarPV,z55,Candidate,0,0.0,0.0,0.0
SolarPV,z55,Candidate,0,0.0,0.0,0.0
WindOn,z64,Candidate,0,0.0,0.0,0.0
WindOn,z64,Candidate,0,0.0,0.0,0.0
WindOn,z64,Candidate,0,0.0,0.0,0.0
SolarPV,z64,Candidate,0,0.0,0.0,0.0
SolarPV,z64,Candidate,0,0.0,0.0,0.0
SolarPV,z64,Candidate,0,0.0,0.0,0.0
WindOn,z53,Candidate,0,0.0,0.0,0.0
WindOn,z53,Candidate,0,0.0,0.0,0.0
WindOn,z53,Candidate,0,0.0,0.0,0.0
WindOn,z53,Candidate,0,0.0,0.0,0.0
WindOn,z53,Candidate,0,0.0,0.0,0.0
SolarPV,z53,Candidate,0,0.0,0.0,0.0
SolarPV,z53,Candidate,0,0.0,0.0,0.0
SolarPV,z53,Candidate,0,0.0,0.0,0.0
SolarPV,z53,Candidate,0,0.0,0.0,0.0
SolarPV,z53,Candidate,0,0.0,0.0,0.0
WindOn,z63,Candidate,0,0.0,0.0,0.0
WindOn,z63,Candidate,0,0.0,0.0,0.0
WindOn,z63,Candidate,0,0.0,0.0,0.0
WindOn,z63,Candidate,0,0.0,0.0,0.0
SolarPV,z63,Candidate,0,0.0,0.0,0.0
SolarPV,z63,Candidate,0,0.0,0.0,0.0
SolarPV,z63,Candidate,0,0.0,0.0,0.0
WindOn,z56,Candidate,0,0.0,0.0,0.0
WindOn,z56,Candidate,0,0.0,0.0,0.0
WindOn,z56,Candidate,0,0.0,0.0,0.0
WindOn,z56,Candidate,0,0.0,0.0,0.0
SolarPV,z56,Candidate,0,0.0,0.0,0.0
SolarPV,z56,Candidate,0,0.0,0.0,0.0
SolarPV,z56,Candidate,0,0.0,0.0,0.0
WindOn,z59,Candidate,0,0.0,0.0,0.0
WindOn,z59,Candidate,0,0.0,0.0,0.0
WindOn,z59,Candidate,0,0.0,0.0,0.0
SolarPV,z59,Candidate,0,0.0,0.0,0.0
SolarPV,z59,Candidate,0,0.0,0.0,0.0
SolarPV,z59,Candidate,0,0.0,0.0,0.0
SolarPV,z59,Candidate,0,0.0,0.0,0.0
WindOn,z52,Candidate,0,0.0,0.0,0.0
WindOn,z52,Candidate,0,0.0,0.0,0.0
WindOn,z52,Candidate,0,0.0,0.0,0.0
SolarPV,z52,Candidate,0,0.0,0.0,0.0
SolarPV,z52,Candidate,0,0.0,0.0,0.0
SolarPV,z52,Candidate,0,0.0,0.0,0.0
WindOn,z57,Candidate,0,0.0,0.0,0.0
WindOn,z57,Candidate,0,0.0,0.0,0.0
WindOn,z57,Candidate,0,0.0,0.0,0.0
SolarPV,z57,Candidate,0,0.0,0.0,0.0
SolarPV,z57,Candidate,0,0.0,0.0,0.0
SolarPV,z57,Candidate,0,0.0,0.0,0.0
SolarPV,z57,Candidate,0,0.0,0.0,0.0
WindOn,z58,Candidate,0,0.0,0.0,0.0
WindOn,z58,Candidate,0,0.0,0.0,0.0
WindOn,z58,Candidate,0,0.0,0.0,0.0
WindOn,z58,Candidate,0,0.0,0.0,0.0
SolarPV,z58,Candidate,0,0.0,0.0,0.0
SolarPV,z58,Candidate,0,0.0,0.0,0.0
SolarPV,z58,Candidate,0,0.0,0.0,0.0
WindOn,z61,Candidate,1,0.0,0.0,9460.13938379918
WindOn,z61,Candidate,0,0.0,0.0,0.0
WindOn,z61,Candidate,0,0.0,0.0,0.0
WindOn,z61,Candidate,0,0.0,0.0,0.0
WindOn,z61,Candidate,0,0.0,0.0,0.0
SolarPV,z61,Candidate,0,0.0,0.0,0.0
SolarPV,z61,Candidate,0,0.0,0.0,0.0
SolarPV,z61,Candidate,0,0.0,0.0,0.0
WindOn,z54,Candidate,0,0.0,0.0,0.0
WindOn,z54,Candidate,0,0.0,0.0,0.0
WindOn,z54,Candidate,0,0.0,0.0,0.0
SolarPV,z54,Candidate,0,0.0,0.0,0.0
SolarPV,z54,Candidate,0,0.0,0.0,0.0
SolarPV,z54,Candidate,0,0.0,0.0,0.0
SolarPV,z49,Candidate,0,0.0,0.0,0.0
SolarPV,z49,Candidate,0,0.0,0.0,0.0
SolarPV,z49,Candidate,0,0.0,0.0,0.0
SolarPV,z50,Candidate,0,0.0,0.0,0.0
SolarPV,z50,Candidate,0,0.0,0.0,0.0
WindOn,z51,Candidate,0,0.0,0.0,0.0
WindOn,z51,Candidate,0,0.0,0.0,0.0
SolarPV,z51,Candidate,0,0.0,0.0,0.0
SolarPV,z51,Candidate,0,0.0,0.0,0.0
SolarPV,z51,Candidate,0,0.0,0.0,0.0
WindOff,z50,Candidate,0,0.0,0.0,0.0
WindOff,z50,Candidate,0,0.0,0.0,0.0
WindOff,z50,Candidate,0,0.0,0.0,0.0
WindOff,z50,Candidate,0,0.0,0.0,0.0
WindOff,z50,Candidate,0,0.0,0.0,0.0
WindOff,z50,Candidate,0,0.0,0.0,0.0
WindOff,z59,Candidate,0,0.0,0.0,0.0
WindOff,z59,Candidate,0,0.0,0.0,0.0
WindOff,z59,Candidate,0,0.0,0.0,0.0
WindOff,z59,Candidate,0,0.0,0.0,0.0
WindOff,z59,Candidate,0,0.0,0.0,0.0
WindOff,z59,Candidate,0,0.0,0.0,0.0
WindOff,z54,Candidate,0,0.0,0.0,0.0
WindOff,z54,Candidate,0,0.0,0.0,0.0
WindOff,z54,Candidate,0,0.0,0.0,0.0
WindOff,z54,Candidate,0,0.0,0.0,0.0
WindOff,z54,Candidate,0,0.0,0.0,0.0
WindOff,z54,Candidate,0,0.0,0.0,0.0
WindOff,z49,Candidate,0,0.0,0.0,0.0
WindOff,z49,Candidate,0,0.0,0.0,0.0
WindOff,z49,Candidate,0,0.0,0.0,0.0
WindOff,z49,Candidate,0,0.0,0.0,0.0
WindOff,z49,Candidate,0,0.0,0.0,0.0
WindOff,z49,Candidate,0,0.0,0.0,0.0
NGCC,z1,Candidate,0,0.0,0.0,0.0
NGCC,z2,Candidate,0,0.0,0.0,0.0
NGCC,z3,Candidate,0,0.0,0.0,0.0
NGCC,z4,Candidate,0,0.0,0.0,0.0
NGCC,z5,Candidate,0,0.0,0.0,0.0
NGCC,z6,Candidate,0,0.0,0.0,0.0
NGCC,z7,Candidate,0,0.0,0.0,0.0
NGCC,z8,Candidate,0,0.0,0.0,0.0
NGCC,z9,Candidate,0,0.0,0.0,0.0
NGCC,z10,Candidate,0,0.0,0.0,0.0
NGCC,z11,Candidate,0,0.0,0.0,0.0
NGCC,z12,Candidate,0,0.0,0.0,0.0
NGCC,z13,Candidate,0,0.0,0.0,0.0
NGCC,z14,Candidate,0,0.0,0.0,0.0
NGCC,z15,Candidate,0,0.0,0.0,0.0
NGCC,z16,Candidate,0,0.0,0.0,0.0
NGCC,z17,Candidate,0,0.0,0.0,0.0
NGCC,z18,Candidate,0,0.0,0.0,0.0
NGCC,z19,Candidate,0,0.0,0.0,0.0
NGCC,z20,Candidate,0,0.0,0.0,0.0
NGCC,z21,Candidate,0,0.0,0.0,0.0
NGCC,z22,Candidate,0,0.0,0.0,0.0
NGCC,z23,Candidate,0,0.0,0.0,0.0
NGCC,z24,Candidate,0,0.0,0.0,0.0
NGCC,z25,Candidate,0,0.0,0.0,0.0
NGCC,z26,Candidate,0,0.0,0.0,0.0
NGCC,z27,Candidate,0,0.0,0.0,0.0
NGCC,z28,Candidate,0,0.0,0.0,0.0
NGCC,z29,Candidate,0,0.0,0.0,0.0
NGCC,z30,Candidate,0,0.0,0.0,0.0
NGCC,z31,Candidate,0,0.0,0.0,0.0
NGCC,z32,Candidate,0,0.0,0.0,0.0
NGCC,z33,Candidate,0,0.0,0.0,0.0
NGCC,z34,Candidate,0,0.0,0.0,0.0
NGCC,z35,Candidate,0,0.0,0.0,0.0
NGCC,z36,Candidate,0,0.0,0.0,0.0
NGCC,z37,Candidate,0,0.0,0.0,0.0
NGCC,z38,Candidate,0,0.0,0.0,0.0
NGCC,z39,Candidate,0,0.0,0.0,0.0
NGCC,z40,Candidate,0,0.0,0.0,0.0
NGCC,z41,Candidate,0,0.0,0.0,0.0
NGCC,z42,Candidate,0,0.0,0.0,0.0
NGCC,z43,Candidate,0,0.0,0.0,0.0
NGCC,z44,Candidate,0,0.0,0.0,0.0
NGCC,z45,Candidate,0,0.0,0.0,0.0
NGCC,z46,Candidate,0,0.0,0.0,0.0
NGCC,z47,Candidate,0,0.0,0.0,0.0
NGCC,z48,Candidate,0,0.0,0.0,0.0
NGCC,z49,Candidate,0,0.0,0.0,0.0
NGCC,z50,Candidate,0,0.0,0.0,0.0
NGCC,z51,Candidate,0,0.0,0.0,0.0
NGCC,z52,Candidate,0,0.0,0.0,0.0
NGCC,z53,Candidate,0,0.0,0.0,0.0
NGCC,z54,Candidate,0,0.0,0.0,0.0
NGCC,z55,Candidate,0,0.0,0.0,0.0
NGCC,z56,Candidate,0,0.0,0.0,0.0
NGCC,z57,Candidate,0,0.0,0.0,0.0
NGCC,z58,Candidate,0,0.0,0.0,0.0
NGCC,z59,Candidate,0,0.0,0.0,0.0
NGCC,z60,Candidate,0,0.0,0.0,0.0
NGCC,z61,Candidate,0,0.0,0.0,0.0
NGCC,z62,Candidate,0,0.0,0.0,0.0
NGCC,z63,Candidate,0,0.0,0.0,0.0
NGCC,z64,Candidate,0,0.0,0.0,0.0
