Time Period,Month,Day,Hours,Z1,Z2,Z3,Z4,NI
1,1,1,1,0.39728731348587604,0.4073707478383094,0.39468427712881604,0.4053540609678228,0.0
1,1,1,2,0.38941516019251116,0.3992987936999353,0.38686370237958134,0.3973220669984505,0.0
1,1,1,3,0.3768923727317974,0.38645816899402574,0.37442296453370666,0.3845450097415801,0.0
1,1,1,4,0.36057235837429746,0.36972394107415274,0.3582098793160969,0.3678936245341817,0.0
1,1,1,5,0.341567299128376,0.35023651991843635,0.339329341690942,0.3485026757604243,0.0
1,1,1,6,0.3211723583742974,0.3293239410741527,0.31906802909583254,0.32769362453418166,0.0
1,1,1,7,0.30077741762021876,0.308411362229869,0.29880671650072316,0.306884573307939,0.0
1,1,1,8,0.2817723583742974,0.2889239410741527,0.27992617887556825,0.28749362453418165,0.0
1,1,1,9,0.2654523440167974,0.27218971315427964,0.2637130936579584,0.27084223932678314,0.0
1,1,1,10,0.2529295565560836,0.25934908844837,0.25127235581208374,0.25806518206991275,0.0
1,1,1,11,0.24505740326271877,0.25127713430999593,0.243451781062849,0.2500331881005405,0.0
1,1,1,12,0.24237235837429738,0.24852394107415265,0.2407843286553039,0.24729362453418155,0.0
1,1,1,13,0.24505740326271877,0.25127713430999593,0.243451781062849,0.2500331881005405,0.0
1,1,1,14,0.2529295565560836,0.25934908844837,0.25127235581208374,0.25806518206991275,0.0
1,1,1,15,0.2654523440167974,0.27218971315427964,0.2637130936579584,0.27084223932678314,0.0
1,1,1,16,0.28177235837429737,0.28892394107415265,0.27992617887556825,0.2874936245341816,0.0
1,1,1,17,0.30077741762021876,0.308411362229869,0.29880671650072316,0.306884573307939,0.0
1,1,1,18,0.3211723583742974,0.3293239410741527,0.31906802909583254,0.32769362453418166,0.0
1,1,1,19,0.341567299128376,0.3502365199184363,0.339329341690942,0.3485026757604242,0.0
1,1,1,20,0.36057235837429746,0.36972394107415274,0.3582098793160969,0.3678936245341817,0.0
1,1,1,21,0.37689237273179726,0.3864581689940257,0.37442296453370666,0.38454500974157996,0.0
1,1,1,22,0.38941516019251116,0.3992987936999353,0.38686370237958134,0.3973220669984505,0.0
1,1,1,23,0.39728731348587604,0.4073707478383094,0.39468427712881604,0.4053540609678228,0.0
1,1,1,24,0.39997235837429734,0.4101239410741527,0.3973517295363612,0.4080936245341817,0.0
1,1,2,1,0.39803510426961325,0.40813751808356274,0.3954271683687433,0.40611703532077287,0.0
1,1,2,2,0.39016295097624837,0.40006556394518866,0.38760659361950867,0.3980850413514006,0.0
1,1,2,3,0.3776401635155346,0.3872249392392791,0.375165855773634,0.3853079840945302,0.0
1,1,2,4,0.3613201491580346,0.3704907113194061,0.35895277055602415,0.36865659888713176,0.0
1,1,2,5,0.34231508991211324,0.3510032901636897,0.34007223293086924,0.3492656501133744,0.0
1,1,2,6,0.3219201491580346,0.33009071131940604,0.3198109203357598,0.32845659888713175,0.0
1,1,2,7,0.30152520840395597,0.3091781324751224,0.2995496077406504,0.3076475476608891,0.0
1,1,2,8,0.28252014915803464,0.28969071131940605,0.2806690701154956,0.28825659888713173,0.0
1,1,2,9,0.2662001348005346,0.272956483399533,0.26445598489788574,0.27160521367973334,0.0
1,1,2,10,0.2536773473398209,0.2601158586936234,0.252015247052011,0.2588281564228629,0.0
1,1,2,11,0.24580519404645595,0.2520439045552493,0.2441946723027763,0.2507961624534906,0.0
1,1,2,12,0.2431201491580345,0.24929071131940597,0.24152721989523115,0.2480565988871317,0.0
1,1,2,13,0.24580519404645595,0.2520439045552493,0.2441946723027763,0.2507961624534906,0.0
1,1,2,14,0.2536773473398209,0.2601158586936234,0.252015247052011,0.2588281564228629,0.0
1,1,2,15,0.2662001348005346,0.272956483399533,0.26445598489788574,0.27160521367973334,0.0
1,1,2,16,0.28252014915803453,0.289690711319406,0.28066907011549547,0.2882565988871317,0.0
1,1,2,17,0.30152520840395597,0.3091781324751224,0.2995496077406504,0.3076475476608891,0.0
1,1,2,18,0.3219201491580346,0.33009071131940604,0.3198109203357598,0.32845659888713175,0.0
1,1,2,19,0.3423150899121132,0.35100329016368964,0.3400722329308692,0.34926565011337435,0.0
1,1,2,20,0.3613201491580346,0.3704907113194061,0.35895277055602415,0.36865659888713176,0.0
1,1,2,21,0.3776401635155346,0.38722493923927903,0.3751658557736339,0.38530798409453015,0.0
1,1,2,22,0.39016295097624837,0.40006556394518866,0.38760659361950867,0.3980850413514006,0.0
1,1,2,23,0.39803510426961325,0.40813751808356274,0.3954271683687433,0.40611703532077287,0.0
1,1,2,24,0.4007201491580346,0.410890711319406,0.39809462077628854,0.4088565988871317,0.0
1,1,3,1,0.3987896600308634,0.408911225006266,0.3961767802618828,0.4068869120111855,0.0
1,1,3,2,0.39091750673749853,0.4008392708678919,0.3883562055126481,0.3988549180418132,0.0
1,1,3,3,0.37839471927678475,0.3879986461619823,0.37591546766677336,0.38607786078494283,0.0
1,1,3,4,0.3620747049192848,0.3712644182421093,0.3597023824491636,0.36942647557754443,0.0
1,1,3,5,0.34306964567336334,0.35177699708639293,0.3408218448240086,0.35003552680378697,0.0
1,1,3,6,0.32267470491928474,0.33086441824210927,0.32056053222889924,0.3292264755775443,0.0
1,1,3,7,0.30227976416520613,0.30995183939782556,0.3002992196337898,0.30841742435130165,0.0
