Time Period,Month,Day,Hours,Z1,Z2,Z3,Z4,NI
1,1,1,1,0.0,0.0,0.0,0.0,0.0
1,1,1,2,0.0,0.0,0.0,0.0,0.0
1,1,1,3,0.0,0.0,0.0,0.0,0.0
1,1,1,4,0.0,0.0,0.0,0.0,0.0
1,1,1,5,0.0,0.0,0.0,0.0,0.0
1,1,1,6,0.0,0.0,0.0,0.0,0.0
1,1,1,7,0.24720469967010042,0.24210769555319114,0.2467144591860218,0.24720469967010042,0.0
1,1,1,8,0.47756280758276537,0.46771615175631664,0.4766157356934374,0.47756280758276537,0.0
1,1,1,9,0.6753757993685197,0.6614505251547358,0.6740364374580896,0.6753757993685197,0.0
1,1,1,10,0.8271630465385892,0.8101081383625358,0.8255226699078528,0.8271630465385892,0.0
1,1,1,11,0.9225804990386202,0.903558220707927,0.9207508966441115,0.9225804990386202,0.0
1,1,1,12,0.9551256151655309,0.9354323035126333,0.9532314713868749,0.9551256151655309,0.0
1,1,1,13,0.9225804990386202,0.903558220707927,0.9207508966441115,0.9225804990386202,0.0
1,1,1,14,0.8271630465385894,0.8101081383625359,0.8255226699078528,0.8271630465385894,0.0
1,1,1,15,0.6753757993685198,0.6614505251547359,0.6740364374580898,0.6753757993685198,0.0
1,1,1,16,0.47756280758276537,0.46771615175631664,0.4766157356934374,0.47756280758276537,0.0
1,1,1,17,0.24720469967010072,0.24210769555319142,0.24671445918602206,0.24720469967010072,0.0
1,1,1,18,1.1696915273961143e-16,1.145574176315782e-16,1.1673718702804583e-16,1.1696915273961143e-16,0.0
1,1,1,19,0.0,0.0,0.0,0.0,0.0
1,1,1,20,0.0,0.0,0.0,0.0,0.0
1,1,1,21,0.0,0.0,0.0,0.0,0.0
1,1,1,22,0.0,0.0,0.0,0.0,0.0
1,1,1,23,0.0,0.0,0.0,0.0,0.0
1,1,1,24,0.0,0.0,0.0,0.0,0.0
1,1,2,1,0.0,0.0,0.0,0.0,0.0
1,1,2,2,0.0,0.0,0.0,0.0,0.0
1,1,2,3,0.0,0.0,0.0,0.0,0.0
1,1,2,4,0.0,0.0,0.0,0.0,0.0
1,1,2,5,0.0,0.0,0.0,0.0,0.0
1,1,2,6,0.0,0.0,0.0,0.0,0.0
1,1,2,7,0.24656187750780342,0.2414781274560961,0.24607291182735283,0.24656187750780342,0.0
1,1,2,8,0.47632097052621797,0.4664999195875331,0.47537636136838557,0.47632097052621797,0.0
1,1,2,9,0.6736195765608928,0.6597305131266475,0.6722836974787444,0.6736195765608928,0.0
1,1,2,10,0.8250121216619274,0.8080015624524031,0.8233760106072668,0.8250121216619274,0.0
1,1,2,11,0.9201814540686962,0.9012086405827437,0.9183566093060972,0.9201814540686962,0.0
1,1,2,12,0.9526419410524359,0.9329998391750662,0.9507527227367714,0.9526419410524359,0.0
1,1,2,13,0.9201814540686962,0.9012086405827437,0.9183566093060972,0.9201814540686962,0.0
1,1,2,14,0.8250121216619274,0.8080015624524032,0.823376010607267,0.8250121216619274,0.0
1,1,2,15,0.6736195765608929,0.6597305131266477,0.6722836974787444,0.6736195765608929,0.0
1,1,2,16,0.47632097052621797,0.4664999195875331,0.47537636136838557,0.47632097052621797,0.0
1,1,2,17,0.24656187750780365,0.24147812745609637,0.24607291182735314,0.24656187750780365,0.0
1,1,2,18,1.1666499038433875e-16,1.1425952666507402e-16,1.1643362786802182e-16,1.1666499038433875e-16,0.0
