Bus_id,Zone_id,LoadZone,State,Latitude,Longitude,Load_share,Demand (MW)
B1,TransnetBW,TransnetBW,DE,49.44494142,8.50191528,0.008686733312479948,84.3373220475397
B2,Amprion,Amprion,DE,51.62896995,7.36795125,0.004415500178415958,120.18881098143778
B3,Amprion,Amprion,DE,51.586949,7.3699008,0.0038931526486246605,105.97064180740111
B4,Amprion,Amprion,DE,51.446657,6.8730102,0.0027824268223716206,75.73696249824992
B5,50Hertz,50Hertz,DE,52.56056824,13.69468231,0.00924710258624237,155.45146956988086
B6,50Hertz,50Hertz,DE,52.5846884,13.6798066,0.009428941168271872,158.50832705981983
B7,50Hertz,50Hertz,DE,51.40012245,11.9490965,0.008893317970334977,149.50405653524635
B8,Amprion,Amprion,DE,51.5201853,6.8125294,0.0025087881903042256,68.28858734303344
B9,50Hertz,50Hertz,DE,53.09798135,14.26893339,0.006631169647678183,111.47546564827783
B10,TenneT,TenneT,DE,52.756857,7.1836184,0.004963414685200948,113.70587434033148
B11,Amprion,Amprion,DE,51.42891032,7.42771352,0.0038890186851396826,105.85811635483087
B12,50Hertz,50Hertz,DE,52.1241478,11.5632769,0.006001828367939543,100.89571638260912
B13,TenneT,TenneT,DE,52.26891834,11.63726956,0.00519557706299251,119.02443582068281
B14,Amprion,Amprion,DE,52.28894431,7.74846539,0.003423478679916775,93.18623379766464
B15,50Hertz,50Hertz,DE,54.7830701,14.0307483,0.006119530947813288,102.87439444342806
B16,50Hertz,50Hertz,DE,53.58818422,12.61320012,0.007809584488980778,131.28559721489276
B17,50Hertz,50Hertz,DE,54.1408596,12.1304799,0.007180498410030565,120.71013808629412
B18,TransnetBW,TransnetBW,DE,49.02857195,8.27249404,0.006345417468661,61.60607184886248
B19,Amprion,Amprion,DE,50.05917248,8.43914966,0.004425976700319695,120.47397928852703
B20,Amprion,Amprion,DE,50.0960913,8.5426775,0.002793643074774294,76.0422660845876
B21,TransnetBW,TransnetBW,DE,49.24502648,8.49096373,0.006161633801026191,59.82176216571303
B22,TransnetBW,TransnetBW,DE,49.33322945,8.6286686,0.006153657286746559,59.744320182700655
