Month,Day,Period,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,NI
1,1,1,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.0
1,1,2,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.0
1,1,3,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.0
1,1,4,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.0
1,1,5,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.0
1,1,6,0.7091047228639389,0.7245200429261984,0.7399353629884581,0.7553506830507175,0.770766003112977,0.7091047228639389,0.7245200429261984,0.7399353629884581,0.7553506830507175,0.770766003112977,0.7091047228639389,0.7245200429261984,0.7399353629884581,0.7553506830507175,0.770766003112977,0.7091047228639389,0.7245200429261984,0.7399353629884581,0.7553506830507175,0.770766003112977,0.7091047228639389,0.7245200429261984,0.7399353629884581,0.7553506830507175,0.0
1,1,7,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.7751432055597356,0.7131317491149568,0.7286346132261515,0.7441374773373463,0.7596403414485409,0.0
1,1,8,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.7879765137869342,0.7249383926839795,0.7406979229597183,0.7564574532354569,0.7722169835111955,0.0
1,1,9,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.8083913590469335,0.7437200503231789,0.7598878775041176,0.7760557046850562,0.7922235318659948,0.0
1,1,10,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.8349965033723917,0.7681967831026004,0.7848967131700483,0.8015966432374961,0.8182965733049439,0.0
1,1,11,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.8659788501446086,0.79670054213304,0.8140201191359322,0.8313396961388243,0.8486592731417164,0.0
1,1,12,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.0
1,1,13,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.0
1,1,14,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.0
1,1,15,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.0
1,1,16,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,0.0
1,1,17,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,0.0
1,1,18,0.9454729638185851,0.9660267239015979,0.9865804839846106,1.0071342440676232,1.027688004150636,0.9454729638185851,0.9660267239015979,0.9865804839846106,1.0071342440676232,1.027688004150636,0.9454729638185851,0.9660267239015979,0.9865804839846106,1.0071342440676232,1.027688004150636,0.9454729638185851,0.9660267239015979,0.9865804839846106,1.0071342440676232,1.027688004150636,0.9454729638185851,0.9660267239015979,0.9865804839846106,1.0071342440676232,0.0
1,1,19,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,1.0233108017038772,0.9414459375675671,0.9619121536016446,0.9823783696357222,1.0028445856697996,0.0
1,1,20,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,1.010477493476679,0.9296392939985446,0.9498488438680782,0.9700583937376118,0.9902679436071453,0.0
1,1,21,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.9900626482166794,0.9108576363593451,0.9306588893236787,0.9504601422880123,0.9702613952523458,0.0
1,1,22,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.9634575038912212,0.8863809035799235,0.905650053657748,0.9249192037355725,0.9441883538133967,0.0
1,1,23,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.9324751571190044,0.857877144549484,0.8765266476918642,0.8951761508342443,0.9138256539766243,0.0
1,1,24,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.8992270036318065,0.8272888433412621,0.8452733834138981,0.8632579234865343,0.8812424635591704,0.0
1,2,1,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.0
