Hour,Load_MW,Generation_MW,StorageCharge_MW,StorageDischarge_MW,LoadShedding_MW,Curtailment_MW,AvgLMP_LoadWeighted,TotalEmissions_ton
1,1313.9462454090142,1052.3183368391824,0.0,153.125,0.0,-7.105427357601002e-15,17.4165547317493,65.8768
2,1266.9368545809166,1203.8032952902327,5.519668405222383,68.65322769590611,0.0,-1.4210854715202004e-14,31.40721612441091,215.82479999999998
3,1226.5689755164763,1193.6912978139433,8.98795072394171,41.86562842647447,0.0,-1.4210854715202004e-14,31.40721612441091,212.16666666666663
4,1195.5936124628602,1183.8682380895289,1.3622388577387046,13.087613231069884,0.0,-7.105427357601002e-15,31.4072161244109,207.88339712942965
5,1176.121685222965,1174.8051552673653,30.0,31.316529955599563,0.0,-1.4210854715202004e-14,31.407216124410922,208.25921417524185
6,1169.4801734593077,1187.6999814481214,20.796808679763892,2.577000690949991,0.0,-2.1316282072803006e-14,31.4072161244109,223.7653083325701
7,1176.121685222965,1221.9973417655062,45.87565654254129,0.0,0.0,3.552713678800501e-15,16.66331741047054,65.8768
8,1195.5936124628602,1250.1485983074601,57.18266511018699,2.6276792655871892,0.0,6.927791673660977e-14,16.663317410470544,65.8768
9,1226.5689755164763,1313.5012468608022,95.62499999999999,8.692728655674113,0.0,-2.853273173286652e-14,16.17385776636169,65.8768
10,1266.9368545809166,1300.282893826873,38.40606571755659,5.060026471600307,0.0,15.497561923470656,15.777467077730542,65.8768
11,1313.9462454090142,1358.6045064546945,52.5,7.841738954319986,0.0,74.43916066114201,16.236581477466878,65.8768
12,1364.3935357025255,1392.4328610809293,38.611111111111065,10.571785732707145,0.0,98.20536244520088,16.236581477466874,65.8768
13,1414.840825996037,1426.2379799360394,27.499999999999996,16.102846059997383,0.0,75.17596661349052,16.236581477466874,65.8768
14,1461.8502168241346,1458.3421397977752,27.499999999999996,31.008077026359537,0.0,7.515572768613325,16.64270211717711,65.8768
15,1502.218095888575,1542.2538089734687,60.0,19.96428691510642,0.0,-5.329070518200751e-15,17.08167815418329,65.8768
16,1533.193458942191,1546.6062194855022,36.25250469317979,22.839744149868817,0.0,7.638334409421077e-14,16.663317410470615,65.8768
17,1552.6653861820864,1517.6653861820864,0.0,34.99999999999999,0.0,2.6367796834847468e-15,28.767016071369373,174.9437260788207
18,1559.3068979457435,1533.4792547064355,0.0,25.827643239307758,0.0,1.376797666593954e-13,32.11069600869229,462.6976062000991
19,1552.6653861820864,1469.3715661383228,0.0,83.29382004376339,0.0,-2.1316282072803006e-14,32.11069600869228,418.03894773565935
20,1533.193458942191,1449.8510300934513,0.0,83.3424288487394,0.0,-7.105427357601002e-15,32.110696008692294,390.5100122976104
21,1502.218095888575,1408.805217160744,0.0,93.41287872783123,0.0,-7.105427357601002e-15,32.110696008692294,362.9660822503983
22,1461.8502168241346,1438.5918958061754,0.0,23.258321017959048,0.0,-1.4210854715202004e-14,32.11069600869229,382.4363638531422
23,1414.840825996037,1401.72896816106,0.0,13.111857834976542,0.0,-2.1316282072803006e-14,32.11069600869227,357.9950409679902
24,1364.3935357025255,1357.059150610456,20.16561490793079,27.499999999999996,0.0,-7.105427357601002e-15,31.407903612930507,340.98115472803113
25,1261.777677127005,1251.7410693246811,13.884083078604599,23.920690880928337,0.0,-1.4210854715202004e-14,31.405582758539968,256.81298858552395
26,1216.6347345070283,1203.1848350652037,3.6343244506879797,17.08422389251256,0.0,-1.4210854715202004e-14,31.40558275853996,216.47839999999997
27,1177.8696108541822,1192.6869761495316,22.874290723254063,8.056925427904721,0.0,-7.105427357601002e-15,31.40558275853995,213.16479999999996
28,1148.124085283012,1174.0012816705862,27.841425813836548,1.9642294262622788,0.0,0.0,31.40558275853997,202.48446343807356
29,1129.4252662043873,1159.4252662043873,30.0,0.0,0.0,-2.1316282072803006e-14,31.228881375580798,196.54938341509288
30,1123.047447237257,1123.0474472372573,0.0,0.0,0.0,-1.4210854715202004e-14,31.319256888194467,167.95160540675286
31,1129.4252662043873,1197.446953418325,70.62499999999999,2.6033127860622156,0.0,-2.88935542158697e-14,14.613419761452294,65.8768
32,1148.124085283012,1216.3611522694682,70.62499999999999,2.3879330135439627,0.0,6.927791673660977e-14,14.613419761452295,65.8768
33,1177.8696108541822,1267.95322889889,95.62499999999999,5.5413819552921835,0.0,-7.649436639667329e-14,14.14248829793112,65.8768
34,1216.6347345070283,1253.198639907639,37.97556174491388,1.411656344303468,0.0,15.618244147545125,13.90709795128073,65.8768
35,1261.777677127005,1321.513361581009,67.9940267944553,8.258342340451733,0.0,74.24551166047027,13.049560483387367,65.8768
36,1310.2220217768001,1350.2379090947306,51.027922074679935,11.012034756749426,0.0,88.81851266857365,14.117063695216734,65.8768
37,1358.666366426595,1369.85354275569,27.499999999999996,16.312823670905253,0.0,66.17598185069781,14.343578318298439,65.8768
38,1403.8093090465713,1399.6657151403338,18.51453996974546,22.658133875983076,0.0,7.876297487518478,14.343578318298434,65.8768
39,1442.5744326994177,1494.161727294025,70.1495879172079,18.562293322600596,0.0,-7.649436639667329e-14,14.645173833948347,65.8768
40,1472.3199582705881,1508.8927507529652,60.32304095691864,23.750248474541408,0.0,3.375077994860476e-14,14.645173833948343,65.8768
41,1491.0187773492128,1458.0498782320915,0.0,32.96889911712108,0.0,-1.8207657603852567e-14,26.754343982035568,135.78016797062054
42,1497.396596316343,1426.9057649089627,0.0,70.49083140738257,0.0,1.443717464410437e-13,32.097023799997075,387.03163761052656
43,1491.0187773492128,1400.492048563576,0.0,90.5267287856366,0.0,-2.1316282072803006e-14,32.0970237999971,366.3599883179595
44,1472.3199582705881,1389.5220810500848,0.0,82.79787722050327,0.0,0.0,32.097023799997004,356.24725394921353
45,1442.5744326994177,1383.1027621958387,0.0,59.47167050357892,0.0,-1.4210854715202004e-14,32.09702379999701,351.93048838485987
46,1403.8093090465713,1393.6683476911167,0.0,10.140961355454824,0.0,-1.4210854715202004e-14,31.928903119049277,355.5475703541792
47,1358.666366426595,1336.4290432800708,1.666666666666666,23.90398981319043,0.0,-1.4210854715202004e-14,31.407216124410905,319.8766335817482
48,1310.2220217768001,1282.7220217768,0.0,27.499999999999996,0.0,-1.4210854715202004e-14,31.407216124410912,278.25367322231546
49,1262.1385876920604,1236.6581304560934,0.0,25.480457235966696,0.0,-7.105427357601002e-15,31.407216124410915,242.23576159967575
50,1216.982732682505,1230.9972938572723,28.535610352926497,14.521049178158995,0.0,-1.4210854715202004e-14,31.40721612441092,242.65279999999996
51,1178.206520909354,1199.7772752604988,29.05190998432267,7.481155633177657,0.0,-1.4210854715202004e-14,31.407216124410912,219.6540063425084
52,1148.452487124228,1178.3391389847216,30.0,0.11334813950621618,0.0,-1.4210854715202004e-14,31.407216124410912,205.41461498066826
53,1129.7483195587165,1159.7483195587165,30.0,0.0,0.0,-1.4210854715202004e-14,31.2288813755808,196.5763483856153
54,1123.3686763223125,1123.3686763223127,0.0,0.0,0.0,-7.105427357601002e-15,31.319256888194463,167.9772414014273
55,1129.7483195587165,1197.7367418905737,70.62499999999999,2.6365776681428574,0.0,-3.066991105526995e-14,14.61332514755228,65.8768
56,1148.452487124228,1216.6516681396106,70.62499999999999,2.4258189846171345,0.0,2.65898414397725e-14,14.613325147552278,65.8768
57,1178.206520909354,1268.2864103795812,95.62499999999999,5.545110529772851,0.0,-7.105427357601002e-15,14.142410733210514,65.8768
58,1216.982732682505,1251.6633947115938,36.15454348827869,1.4738814591886187,0.0,14.24923409331376,13.90701721763363,65.8768
59,1262.1385876920604,1320.4021654714131,66.12635062849719,7.862772849144598,0.0,72.09065664205067,13.04945421755243,65.8768
60,1310.5967890426978,1349.1146995912927,49.40637842807822,10.888467879482944,0.0,86.55226920767838,14.116983053531325,65.8768
61,1359.0549903933352,1370.233076096863,27.499999999999996,16.321914296471874,0.0,64.60369596329943,14.34349777582287,65.8768
62,1404.2108454028903,1403.0224105130983,21.47930673075157,22.667741620544113,0.0,6.459746243416314,14.34349777582287,65.8768
63,1442.9870571760416,1479.9757250093644,52.69801249743267,15.709344664110008,0.0,-7.105427357601002e-15,14.645076306600098,65.8768
64,1472.741090961168,1525.4898842960768,79.92493983268494,27.17614649777628,0.0,1.5931700403370996e-14,14.645076306600092,65.8768
65,1491.445258526679,1461.323688241444,0.0,30.12157028523447,0.0,-1.509903313490213e-14,26.733710832135333,139.80959999999996
66,1497.824901763083,1408.1981770918305,0.0,89.62672467125253,0.0,1.5103365999509062e-13,32.11069600869228,375.89101614660893
67,1491.445258526679,1400.8453229645027,0.0,90.59993556217631,0.0,-7.105427357601002e-15,32.11069600869228,366.3910666809236
68,1472.741090961168,1472.741090961168,0.0,0.0,0.0,-1.4210854715202004e-14,32.11069600869229,412.33190028266347
69,1442.9870571760416,1386.4434546786365,0.0,56.54360249740526,0.0,-2.1316282072803006e-14,32.11069600869229,353.64041213146527
70,1404.2108454028903,1384.2400338358907,0.0,19.97081156699974,0.0,-1.4210854715202004e-14,32.11069600869229,351.8533814064683
71,1359.0549903933352,1335.4438792822239,3.8888888888888937,27.499999999999996,0.0,-7.105427357601002e-15,31.40721612441092,320.76962106496643
72,1310.5967890426978,1294.207900153809,11.111111111111118,27.499999999999996,0.0,-2.1316282072803006e-14,31.407216124410912,289.5232925368383
73,1315.073979523158,1332.5216380631118,30.0,12.552341460045968,0.0,-1.4210854715202004e-14,31.407216124410912,318.5567251341922
74,1268.0242414632712,1274.9483401647137,30.0,23.075901298557365,0.0,-1.4210854715202004e-14,31.40721612441092,280.23409611833506
75,1227.6217154454293,1238.319324092964,10.69760864753469,0.0,0.0,-2.1316282072803006e-14,31.40721612441091,242.29685826283827
76,1196.6197668494176,1209.86769965951,13.247932810092657,0.0,0.0,-7.105427357601002e-15,31.407216124410912,225.7973733303801
77,1177.1311272389107,1185.920695834087,12.613179724323617,3.8236111291472765,0.0,-7.105427357601002e-15,31.407216124410922,214.36460851644628
78,1170.4839151968656,1186.0437145693318,20.10794548471572,4.548146112249392,0.0,-1.4210854715202004e-14,31.407216124410915,222.99842001741317
79,1177.1311272389107,1222.5899371369974,45.45880989808666,0.0,0.0,-1.3322676295501878e-15,16.663317410470558,65.8768
80,1196.6197668494176,1247.280772156948,52.168712521977525,1.5077072144470298,0.0,1.4155343563970746e-14,16.663317410470555,65.8768
81,1227.6217154454293,1314.5077945158073,95.62499999999999,8.738920929621878,0.0,1.0547118733938987e-14,16.173857766361703,65.8768
82,1268.0242414632712,1301.3547975332094,38.482993209900044,5.152437139962037,0.0,11.256222785576625,15.777467077730538,65.8768
83,1315.073979523158,1346.080208472482,38.61111111111106,7.604882161787211,0.0,68.25518985006447,16.236581477466885,65.8768
84,1365.5645677296766,1406.8677391008846,52.5,11.196828628792112,0.0,91.93385842482873,16.23658147746689,65.8768
85,1416.0551559361954,1427.379048816789,27.499999999999996,16.176107119406492,0.0,70.4163171871668,16.236581477466885,65.8768
86,1463.1048939960822,1459.5803750780015,27.499999999999996,31.02451891808071,0.0,3.2957946708587436,16.642702117177127,65.8768
87,1503.5074200139238,1543.4375316968712,60.0,20.06988831705287,0.0,1.4210854715202004e-14,17.08167815418332,65.8768
88,1534.5093686099362,1548.7661608759931,37.55672633692579,23.29993407086875,0.0,1.0602629885170245e-14,16.663317410470558,65.8768
89,1553.9980082204424,1518.9980082204424,0.0,34.99999999999999,0.0,7.105427357601002e-15,28.76701607136937,176.8466463976147
90,1560.6452202624876,1527.6476510927064,0.0,32.997569169783496,0.0,1.4345517825823792e-13,32.11069600869228,455.0531738039688
91,1553.9980082204424,1459.835978367393,0.0,94.16202985304946,0.0,-7.105427357601002e-15,32.11069600869228,402.2935408885928
92,1534.5093686099362,1534.509368609936,0.0,0.0,0.0,-7.105427357601002e-15,32.11069600869228,450.37308792254214
93,1503.5074200139238,1409.8743807465842,0.0,93.63303926733968,0.0,-2.1316282072803006e-14,32.11069600869229,363.06508640401694
94,1463.1048939960822,1394.4421721305528,0.0,68.66272186552902,0.0,-1.4210854715202004e-14,32.11069600869228,354.29252580590224
