Zone,Hour,LMP,Energy,Congestion,Loss
Z1,1,17.999999999999993,18.04044816158845,-0.0404481615884551,0.0
Z1,2,34.47260669254111,34.99999999999999,-0.5273933074588794,0.0
Z1,3,34.47260669254111,34.99999999999999,-0.5273933074588795,0.0
Z1,4,34.472606692541106,34.999999999999986,-0.5273933074588794,0.0
Z1,5,34.47260669254114,35.000000000000014,-0.5273933074588779,0.0
Z1,6,34.47260669254111,34.99999999999999,-0.5273933074588798,0.0
Z1,7,32.629943264025115,27.3032027929544,5.326740471070718,0.0
Z1,8,32.62994326402513,27.303202792954405,5.32674047107072,0.0
Z1,9,32.26442050275786,26.920332927098727,5.344087575659126,0.0
Z1,10,32.91995396885768,27.740888292296116,5.17906567656157,0.0
Z1,11,33.58770968607464,28.576742699033858,5.010966987040787,0.0
Z1,12,33.58770968607464,28.576742699033854,5.010966987040784,0.0
Z1,13,33.58770968607463,28.576742699033854,5.010966987040783,0.0
Z1,14,33.90797263736316,28.977627621839204,4.930345015523965,0.0
Z1,15,34.29251283336797,28.764773429717465,5.527739403650514,0.0
Z1,16,32.629943264025144,27.303202792954444,5.326740471070703,0.0
Z1,17,34.20759053744742,34.87069808354466,-0.663107546097236,0.0
Z1,18,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,19,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,20,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,21,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,22,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,23,35.365140011591286,35.94222567031413,-0.5770856587228436,0.0
Z1,24,34.473478936970444,35.00092080718395,-0.5274418702135076,0.0
Z1,25,34.47210565484,35.0,-0.52789434516,0.0
Z1,26,34.47210565483998,34.99999999999998,-0.5278943451599984,0.0
Z1,27,34.47210565483997,34.99999999999997,-0.5278943451599984,0.0
Z1,28,34.47210565484001,35.0,-0.52789434516,0.0
Z1,29,34.34062438279284,34.89240596560499,-0.5517815828121619,0.0
Z1,30,34.44562505034432,35.0,-0.554374949655683,0.0
Z1,31,23.56144792605975,20.576232126687586,2.9852157993721624,0.0
Z1,32,23.56144792605975,20.576232126687586,2.9852157993721615,0.0
Z1,33,23.221556910977654,20.192623768539402,3.0289331424382517,0.0
Z1,34,23.932126079620907,21.082208838504062,2.8499172411168443,0.0
Z1,35,23.51397961379052,20.68716705702066,2.826812556769863,0.0
Z1,36,24.387515296989626,21.675461547678303,2.712053749311324,0.0
Z1,37,24.56606095413286,21.875588961307425,2.69047199282544,0.0
Z1,38,24.56606095413286,21.87558896130742,2.6904719928254384,0.0
Z1,39,23.687638911777277,20.687167057020655,3.000471854756621,0.0
Z1,40,23.687638911777277,20.687167057020655,3.0004718547566216,0.0
Z1,41,35.05877314522245,34.301263775695006,0.7575093695274553,0.0
Z1,42,35.22063439389074,35.69873622430501,-0.478101830414272,0.0
Z1,43,35.22063439389077,35.69873622430501,-0.4781018304142403,0.0
Z1,44,35.22063439389073,35.69873622430501,-0.47810183041428805,0.0
Z1,45,35.22063439389073,35.69873622430501,-0.47810183041428805,0.0
Z1,46,35.13449203600837,35.69873622430501,-0.5642441882966354,0.0
Z1,47,34.47260669254113,35.0,-0.5273933074588801,0.0
Z1,48,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,49,34.47260669254112,35.0,-0.5273933074588806,0.0
Z1,50,34.47260669254112,35.00000000000001,-0.5273933074588802,0.0
Z1,51,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,52,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,53,34.34062438279284,34.89240596560499,-0.5517815828121619,0.0
Z1,54,34.44562505034432,35.0,-0.554374949655683,0.0
Z1,55,23.56102936579083,20.575921640488264,2.9851077253025693,0.0
Z1,56,23.561029365790834,20.575921640488264,2.9851077253025684,0.0
Z1,57,23.221150655817546,20.192327170152282,3.0288234856652645,0.0
Z1,58,23.931719337612627,21.081911630772257,2.8498077068403687,0.0
Z1,59,23.5135521074639,20.686846392499273,2.8267057149646306,0.0
Z1,60,24.38710875443465,21.675164599781837,2.711944154652813,0.0
Z1,61,24.565654489778076,21.875292101063614,2.6903623887144565,0.0
Z1,62,24.56565448977807,21.87529210106361,2.690362388714456,0.0
Z1,63,23.68720877343742,20.686846392499273,3.0003623809381454,0.0
Z1,64,23.687208773437415,20.68684639249927,3.0003623809381454,0.0
Z1,65,35.038904811309514,34.27773495360086,0.7611698577086452,0.0
Z1,66,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,67,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,68,35.36514001159129,35.94222567031414,-0.5770856587228435,0.0
Z1,69,35.36514001159129,35.94222567031414,-0.5770856587228437,0.0
Z1,70,35.36514001159129,35.94222567031414,-0.5770856587228433,0.0
Z1,71,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,72,34.47260669254112,35.0,-0.5273933074588802,0.0
Z1,73,34.47260669254112,35.0,-0.5273933074588801,0.0
Z1,74,34.47260669254112,35.0,-0.5273933074588801,0.0
Z1,75,34.47260669254112,35.00000000000001,-0.5273933074588804,0.0
Z1,76,34.47260669254113,35.000000000000014,-0.5273933074588805,0.0
Z1,77,34.472606692541135,35.000000000000014,-0.5273933074588799,0.0
Z1,78,34.47260669254113,35.000000000000014,-0.5273933074588805,0.0
Z1,79,32.62994326402519,27.30320279295445,5.326740471070737,0.0
Z1,80,32.629943264025194,27.30320279295445,5.326740471070737,0.0
Z1,81,32.26442050275792,26.920332927098777,5.344087575659142,0.0
Z1,82,32.91995396885773,27.740888292296148,5.179065676561585,0.0
Z1,83,33.5877096860747,28.576742699033897,5.010966987040803,0.0
Z1,84,33.5877096860747,28.5767426990339,5.010966987040803,0.0
Z1,85,33.5877096860747,28.5767426990339,5.010966987040803,0.0
Z1,86,33.90797263736325,28.977627621839265,4.930345015523985,0.0
Z1,87,34.29251283336807,28.76477342971754,5.527739403650536,0.0
Z1,88,32.62994326402519,27.30320279295445,5.326740471070736,0.0
Z1,89,34.20759053744742,34.87069808354466,-0.663107546097236,0.0
